"Name","Acronym","City","AlterCity","District","State","Catagory","Federation","Website","Country","Contact","Logo",
"ICAR-Central Institute on Fisheries Education","CIFE","Mumbai","Bombay","Mumbai","Maharashtra","Deemed","ICAR","http://cife.edu.in/CIFENEW/index.html","India",,,
"ICAR-Central Island Agricultural Research Institute","CIARI","Port Blair","#","South andaman","Andaman and nicobar islands","Institute","ICAR","www.icar-ciari.res.in","India",,,
"ICAR-Central Arid Zone Research Institute","CAZRI","Jodhpur","#","Jodhpur","Rajasthan","Institute","ICAR","http://www.cazri.res.in/","India",,,
"ICAR-Central Avian Research Institute","CARI","Izatnagar","Izzatnagar","Bareilly","Uttar pradesh","Institute","ICAR","http://www.icar.org.in/cari/","India",,,
"ICAR-Central Inland Fisheries Research Institute","CIFRI","Barrackpore","#","North 24 parganas","West bengal","Institute","ICAR","http://www.cifri.ernet.in/","India",,,
"ICAR-Central Institute Brackishwater Aquaculture","CIBA","Chennai","Madras","Chennai","Tamil nadu","Institute","ICAR","http://www.ciba.res.in/","India",,,
"ICAR-Central Institute for Research on Bufaloes","CIRB","Hisar","#","Hisar","Haryana","Institute","ICAR","http://www.cirb.res.in/","India",,,
"ICAR-Central Institute for Research on Goats","CIRG","Mathura","#","Mathura","Uttar pradesh","Institute","ICAR","http://www.cirg.res.in/","India",,,
"ICAR-Central Institute of Agricultural Engineering","CIAE","Bhopal","#","Bhopal","Madhya pradesh","Institute","ICAR","http://www.ciae.nic.in/Content/625_1_index.aspx","India",,,
"ICAR-Central Institute for Arid Horticulture","CIAH","Bikaner","#","Bikaner","Rajasthan","Institute","ICAR","http://www.ciah.ernet.in/","India",,,
"ICAR-Central Institute of Cotton Research","CICR","Nagpur","#","Nagpur","Maharashtra","Institute","ICAR","http://www.cicr.org.in/","India",,,
"ICAR-Central Institute of Fisheries Technology","CIFT","Kochi","Cochin","Ernakulam","Kerala","Institute","ICAR","http://cift.res.in/","India",,,
"ICAR-Central Institute of Freshwater Aquaculture","CIFA","Bhubaneswar","#","Khordha","Odisha","Institute","ICAR","http://cifa.nic.in/","India",,,
"ICAR-Central Institute of Research on Cotton Technology","CIRCOT","Mumbai","Bombay","Mumbai","Maharashtra","Institute","ICAR","http://circot.res.in/circot/","India",,,
"ICAR-Central Institute of Sub Tropical Horticulture","CISH","Lucknow","#","Lucknow","Uttar pradesh","Institute","ICAR","http://www.cish.res.in/","India",,,
"ICAR-Central Institute of Temperate Horticulture","CITH","Srinagar","#","Srinagar","Jammu and kashmir","Institute","ICAR","http://www.cith.org.in/","India",,,
"ICAR-Central Institute on Post harvest Engineering and Technology","CIPHET","Ludhiana","#","Ludhiana","Punjab","Institute","ICAR","http://ciphet.in/","India",,,
"ICAR-Central Marine Fisheries Research Institute","CMFRI","Kochi","Cochin","Ernakulam","Kerala","Institute","ICAR","http://www.cmfri.org.in/","India",,,
"ICAR-Central Plantation Crops Research Institute","CPCRI","Kasaragod","#","Kasaragod","Kerala","Institute","ICAR","http://cpcri.gov.in/","India",,,
"ICAR-Central Potato Research Institute","CPRI","Shimla","#","Shimla","Himachal pradesh","Institute","ICAR","http://cpric.res.in/","India",,,
"ICAR-Central Research Institute for Jute and Allied Fibres","CRIJAF","Barrackpore","#","North 24 parganas","West bengal","Institute","ICAR","http://www.crijaf.org.in/","India",,,
"ICAR-Central Research Institute of Dryland Agriculture","CRIDA","Hyderabad","#","Hyderabad","Telangana","Institute","ICAR","http://crida.in/","India",,,
"ICAR-National Rice Research Institute","NRRI","Cuttack","#","Cuttack","Odisha","Institute","ICAR","http://crri.nic.in/","India",,,
"ICAR-Central Sheep and Wool Research Institute","CSWRI","Avikanagar","#","Tonk","Rajasthan","Institute","ICAR","http://www.cswri.res.in/","India",,,
"ICAR- Indian Institute of Soil and Water Conservation","#","Dehradun","#","Dehradun","Uttarakhand","Institute","ICAR","#","India",,,
"ICAR-Central Soil Salinity Research Institute","CSSRI","Karnal","#","Karnal","Haryana","Institute","ICAR","http://www.cssri.org/","India",,,
"ICAR-Central Tobacco Research Institute","CTRI","Rajahmundry","Rajamahendravaram","East godavari","Andhra pradesh","Institute","ICAR","http://www.ctri.org.in/","India",,,
"ICAR-Central Tuber Crops Research Institute","CTCRI","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala","Institute","ICAR","http://www.ctcri.org/","India",,,
"ICAR-ICAR Research Complex for Eastern Region","RCER","Patna","#","Patna","Bihar","Institute","ICAR","http://icarrcer.in/","India",,,
"ICAR-ICAR Research Complex for NEH Region","RCNEH","Barapani","#","East khasi hills","Meghalaya","Institute","ICAR","http://icarnehadmin.org/index.html","India",,,
"ICAR-Central Coastal Agricultural Research Institute","CCARI","Goa","#","Goa","Goa","Institute","ICAR","http://www.ccari.res.in/","India",,,
"ICAR-Indian Agricultural Statistics Research Institute","IASRI","Delhi","New delhi","New delhi","New delhi","Institute","ICAR","http://www.iasri.res.in/","India",,,
"ICAR-Indian Grassland and Fodder Research Institute","IGFRI","Jhansi","#","Jhansi","Uttar pradesh","Institute","ICAR","http://www.igfri.res.in/","India",,,
"ICAR-Indian Institute of Agricultural Biotechnology","IIAB","Ranchi","#","Ranchi","Jharkhand","Deemed","ICAR","http://iiab.icar.gov.in/?lang=en","India",,,
"ICAR-Indian Institute of Horticultural Research","IIHR","Bengaluru","Bangalore","Bengaluru","Karnataka","Institute","ICAR","http://www.iihr.ernet.in/","India",,,
"ICAR-Indian Institute of Natural Resins and Gums","IINRG","Ranchi","#","Ranchi","Jharkhand","Institute","ICAR","http://ilri.ernet.in/~iinrg/","India",,,
"ICAR-Indian Institute of Pulses Research","IIPR","Kanpur","#","Kanpur nagar","Uttar pradesh","Institute","ICAR","http://www.iipr.res.in/","India",,,
"ICAR-Indian Institute of Soil Sciences","IISS","Bhopal","#","Bhopal","Madhya pradesh","Institute","ICAR","http://www.iiss.nic.in/","India",,,
"ICAR-Indian Institute of Spices Research","IISR","Kozhikode","#","Kozhikode","Kerala","Institute","ICAR","http://www.spices.res.in/","India",,,
"ICAR-Indian Institute of Sugarcane Research","IISR","Lucknow","#","Lucknow","Uttar pradesh","Institute","ICAR","http://www.iisr.nic.in/","India",,,
"ICAR-Indian Institute of Vegetable Research","IIVR","Varanasi","#","Varanasi","Uttar pradesh","Institute","ICAR","http://iivr.org.in/","India",,,
"ICAR-National Academy of Agricultural Research & Management","NAARM","Hyderabad","#","Hyderabad","Telangana","Institute","ICAR","https://naarm.org.in/home/","India",,,
"ICAR-National Institute of Biotic Stresses Management","NIBSM","Raipur","#","Raipur","Chattisgarh","Institute","ICAR","http://nibsm.org.in/","India",,,
"ICAR-National Institue of Abiotic Stress Management","NIASM","Pune","#","Pune","Maharashtra","Institute","ICAR","http://niam.res.in/","India",,,
"ICAR-National Institute of Animal Nutrition and Physiology","NIANP","Bengaluru","Bangalore","Bengaluru","Karnataka","Institute","ICAR","http://nianp.res.in/","India",,,
"ICAR-National Institute of Research on Jute & Allied Fibre Technology","NIRJAFT","Kolkata","Calcutta","Kolkata","West Bengal","Institute","ICAR","http://www.nirjaft.res.in/","India",,,
"ICAR-National Institute of Veterinary Epidemiology and Disease Informatics","NIVEDI","Bengaluru","Bangalore","Bengaluru","Karnataka","Institute","ICAR","http://pdadmas.ernet.in/","India",,,
"ICAR-Sugarcane Breeding Institute","#","Coimbatore","#","Coimbatore","Tamil nadu","Institute","ICAR","#","India",,,
"ICAR-Vivekananda Parvatiya Krishi Anusandhan Sansthan","VPKAS","Almora","#","Almora","Uttarakhand","Institute","ICAR","http://vpkas.nic.in/","India",,,
"ICAR-Central Institute for Research on Cattle","CIRC","Meerut","#","Meerut","Uttar pradesh","Institute","ICAR","http://circ.org.in/","India",,,
"ICAR-National Institute of High Security Animal Diseases","NIHSAD","Bhopal","#","Bhopal","Madhya pradesh","Institute","ICAR","http://www.nihsad.nic.in/","India",,,
"ICAR-Indian Institute of Maize Research","IIMR","Delhi","New delhi","New delhi","New delhi","Institute","ICAR","http://www.iimr.res.in/","India",,,
"ICAR- Central Agroforestry Research Institute","#","Jhansi","#","Jhansi","Uttar pradesh","Institute","ICAR","#","India",,,
"ICAR-National Institute of Agricultural Economics and Policy Research","NIAP","Delhi","New delhi","New delhi","New delhi","Institute","ICAR","http://www.ncap.res.in/","India",,,
"ICAR- Indian Institute of Wheat and Barley Research","IIWBR","Karnal","#","Karnal","Haryana","Institute","ICAR","http://www.dwr.res.in/","India",,,
"ICAR- Indian Institute of Farming Systems Research","IIFSR","Modipuram","#","New delhi","New delhi","Institute","ICAR","http://pdfsr.ernet.in/","India",,,
"ICAR- Indian Institute of Millets Research","IIMR","Hyderabad","#","Hyderabad","Telangana","Institute","ICAR","http://millets.res.in/","India",,,
"ICAR- Indian Institute of Oilseeds Research","IIOR","Hyderabad","#","Hyderabad","Telangana","Institute","ICAR","http://icar-iior.org.in/","India",,,
"ICAR- Indian Institute of Oil Palm Research","IIOPR","West godawari","#","West godawari","Andhra pradesh","Institute","ICAR","http://dopr.gov.in/","India",,,
"ICAR- Indian Institute of Water Management","IIWM","Bhubaneswar","#","Khordha","Odisha","Institute","ICAR","http://iiwm.res.in/","India",,,
"ICAR-Indian Institute of Rice Research","IIRR","Hyderabad","#","Hyderabad","Telangana","Institute","ICAR","http://www.icar-iirr.org/","India","http://www.icar-iirr.org/index.php?option=com_content&view=article&id=1&Itemid=9&lang=en","IIRR.jpg",
"ICAR- Central Institute for Women in Agriculture","CIWA","Bhubaneswar","#","Khordha","Odisha","Institute","ICAR","http://icar-ciwa.org.in/","India","http://icar-ciwa.org.in/index.php/contact",,
"ICAR-Central Citrus Research Institute","CCRI","Nagpur","#","Nagpur","Maharashtra","Institute","ICAR","http://www.ccringp.org.in/ccringp/","India","http://www.ccringp.org.in/ccringp/","CCRI.png",
"ICAR-Indian Institute of Seed Research","IISS","Mau","#","Mau","Uttar pradesh","Institute","ICAR","http://seedres.in/","India","http://seedres.in/contact.html","IISS.jpg",
"ICAR-Indian Agricultural Research Institute","IARI","Hazaribag","#","Hazaribag","Jharkhand","Institute","ICAR","http://www.iari.res.in/","India","http://www.iari.res.in/index.php?option=com_content&view=article&id=144&Itemid=1198","IARI.jpg",
"ICAR-National Research Centre for Banana","NRCB","Tiruchirappalli","#","Tiruchirappalli","Tamil nadu","National Research Centre-ICAR","ICAR","http://nrcb.res.in/","India","http://nrcb.res.in/contact-us.php","NRCB.jpg",
"ICAR-National Research Centre for Grapes","NRCG","Pune","#","Pune","Maharashtra","National Research Centre-ICAR","ICAR","http://www.nrcgrapes.nic.in/","India","http://www.nrcgrapes.nic.in/","NRCG.png",
"ICAR-National Research Centre for Litchi","NRCL","Muzaffarpur","#","Muzaffarpur","Bihar","National Research Centre-ICAR","ICAR","http://www.nrclitchi.org/","India","http://www.nrclitchi.org/contact-us","NRCL.jpg",
"ICAR-National Research Centre for Pomegranate","NRCPom","Solapur","#","Solapur","Maharashtra","National Research Centre-ICAR","ICAR","https://collegedunia.com/college/6686-national-research-center-on-pomegranate-nrcp-solapur","India","https://collegedunia.com/contact-us","NRCPom.png",
"ICAR-National Research Centre on Camel","NRCC","Bikaner","#","Bikaner","Rajasthan","National Research Centre-ICAR","ICAR","http://144.16.140.129/en/node/12913","India","http://144.16.140.129/en/contactus.htm","NRCC.jpg",
"ICAR-National Research Centre on Equines","NRCE","Hisar","#","Hisar","Haryana","National Research Centre-ICAR","ICAR","http://www.nrce.gov.in/new/index.php","India","http://nrce.gov.in/contact.php","NRCE.jpg",
"ICAR-National Research Centre on Meat","NRCMeat","Hyderabad","#","Hyderabad","Telangana","National Research Centre-ICAR","ICAR","http://nrcmeat.org.in/","India","http://nrcmeat.org.in/contact-us/","NRCMeat.jpg",
"ICAR-National Research Centre on Mithun","NRCM","Medziphema","#","Dimapur","Nagaland","National Research Centre-ICAR","ICAR","http://www.nrcmithun.res.in/","India","http://www.nrcmithun.res.in/","NRCM.jpg",
"ICAR-National Research Centre on Orchids","NRCO","Pakyong","#","East sikkim","Sikkim","National Research Centre-ICAR","ICAR","http://www.nrcorchids.nic.in/","India","http://www.nrcorchids.nic.in/","NRCO.jpg",
"ICAR-National Research Centre on Pig","NRCP","Guwahati","#","Kamrup metropolitan","Assam","National Research Centre-ICAR","ICAR","http://www.nrcp.in/","India","http://www.nrcp.in/contact.htm","NRCP.jpg",
"ICAR-National Research Centre on Plant Biotechnology","NRCPB","Delhi","New delhi","New delhi","New delhi","National Research Centre-ICAR","ICAR","http://www.nrcpb.res.in/","India","http://www.nrcpb.res.in/content/contact-us","NRCPB.jpg",
"ICAR-National Research Centre on Seed Spices","NRCSS","Ajmer","#","Ajmer","Rajasthan","National Research Centre-ICAR","ICAR","http://www.nrcss.res.in/","India","http://www.nrcss.res.in/Default.aspx?PId=3","NRCSS.jpg","NRCSS1.jpg"
"ICAR-National Research Centre on Yak","NRCY","West kameng","#","West kameng","Arunachal pradesh","National Research Centre-ICAR","ICAR","http://www.nrcy.org.in/","India","http://nrcy.icar.gov.in/contact.htm","NRCY.jpg",
"ICAR-National Centre for Integrated Pest Management","NCIPM","Delhi","New delhi","New delhi","New delhi","National Research Centre-ICAR","ICAR","http://www.ncipm.org.in/","India","http://www.ncipm.org.in/contactus.htm","NCIPM.jpg",
"ICAR-National Research Centre on Integrated Farming","NRCIF","Motihari","#","East champaran","Bihar","National Research Centre-ICAR","ICAR","http://icarrcer.in/national-research-centre-on-integrated-farming-east-champaran/","India","http://icarrcer.in/contact-us/",,
"ICAR-National Bureau of Plant Genetics Resources","NBPGR","Delhi","New delhi","New delhi","New delhi","National Bureaux-ICAR","ICAR","http://www.nbpgr.ernet.in/","India","http://www.nbpgr.ernet.in/Contact_Us.aspx","NBPGR.jpg",
"ICAR-National Bureau of Agriculturally Important Micro-organisms","NBAIM","Mau","#","Mau","Uttar pradesh","National Bureaux-ICAR","ICAR","http://nbaim.org.in/","India","http://nbaim.org.in/pages/home-contact","NBAIM.jpg",
"ICAR-National Bureau of Agricultural Insect Resources","NBAIR","Bengaluru","Bangalore","Bengaluru","Karnataka","National Bureaux-ICAR","ICAR","http://www.nbair.res.in/","India","http://www.nbair.res.in/contactus.php","NBAIR.png",
"ICAR-National Bureau of Soil Survey and Land Use Planning","NBSS&LUP","Nagpur","#","Nagpur","Maharashtra","National Bureaux-ICAR","ICAR","https://nbsslup.in/","India","https://www.nbsslup.in/contact-us.html","NBSS&LUP.jpg",
"ICAR-National Bureau of Animal Genetic Resources","NBAGR","Karnal","#","Karnal","Haryana","National Bureaux-ICAR","ICAR","http://www.nbagr.res.in/","India","http://www.nbagr.res.in/contact.html","NBAGR.jpg",
"ICAR-National Bureau of Fish Genetic Resources","NBFGR","Lucknow","#","Lucknow","Uttar pradesh","National Bureaux-ICAR","ICAR","http://www.nbfgr.res.in/","India","http://www.nbfgr.res.in/contact.aspx","NBFGR.jpg",
"ICAR-Directorate of Groundnut Research","DGR","Junagadh","#","Junagadh","Gujarat","Directorate-ICAR","ICAR","http://www.dgr.org.in/","India","http://www.dgr.org.in/index.php/contact-us/","DGR.jpg",
"ICAR-Directorate of Soybean Research","DSR","Indore","#","Indore","Madhya pradesh","Directorate-ICAR","ICAR","http://ssrd.co.in/index.html","India","http://ssrd.co.in/contact.html",,
"ICAR-Directorate of Rapeseed & Mustard Research","DRMR","Bharatpur","#","Bharatpur","Rajasthan","Directorate-ICAR","ICAR","http://www.drmr.res.in/","India","http://www.drmr.res.in/drmr_contact.html","DRMR.jpg",
"ICAR-Directorate of Mushroom Research","DMR","Solan","#","Solan","Himachal pradesh","Directorate-ICAR","ICAR","http://www.nrcmushroom.org/","India","http://www.nrcmushroom.org/html/contactus.html","DMR.jpg",
"ICAR-Directorate on Onion and Garlic Research","DOGR","Pune","#","Pune","Maharashtra","Directorate-ICAR","ICAR","http://www.dogr.res.in/index.php/en/","India","http://dogr.res.in/index.php/en/contact","DOGR.jpg",
"ICAR-Directorate of Cashew Research","DCR","Puttur","#","Dakshina kannada","Karnataka","Directorate-ICAR","ICAR","https://www.justdial.com/Puttur/ICAR-Directorate-Of-Cashew-Research-Near-to-Fire-Station-Or-Primary-School/9999P8251-8251-140327150305-I4V1_BZDET","India","https://www.justdial.com/cms/contact-us?jdlite=0","DCR.jpg",
"ICAR-Directorate of Medicinal and Aromatic Plants Research","DMAPR","Anand","#","Anand","Gujarat","Directorate-ICAR","ICAR","http://www.dmapr.org.in/","India","http://www.dmapr.org.in/BottomPage/Contactus.html","DMAPR.jpg",
"ICAR-Directorate of Floricultural Research","DFR","Pune","#","Pune","Maharashtra","Directorate-ICAR","ICAR","http://dfr.icar.gov.in/","India","https://dfr.icar.gov.in/home/contacts",,
"ICAR-Directorate of Weed Research","DWR","Jabalpur","#","Jabalpur","Madhya pradesh","Directorate-ICAR","ICAR","http://www.dwr.org.in/","India","http://www.dwr.org.in/Contact_Us.aspx","DWR.jpg",
"ICAR-Project Directorate on Foot & Mouth Disease","DFMD","Mukteshwar","#","Nainital","Uttarakhand","Directorate-ICAR","ICAR","http://www.pdfmd.ernet.in/","India","http://www.pdfmd.ernet.in/index_files/Contactus.html","DFMD.jpg",
"ICAR-Directorate of Poultry Research","DPR","Hyderabad","#","Hyderabad","Telangana","Directorate-ICAR","ICAR","http://www.pdonpoultry.org/pdpnew/","India","http://www.pdonpoultry.org/pdpnew/index.php?option=com_content&view=article&id=1&Itemid=9","DPR.jpg",
"ICAR-Directorate of Knowledge Management in Agriculture","DKMA","Delhi","New delhi","New delhi","New delhi","Directorate-ICAR","ICAR","http://www.icar.org.in/","India","http://www.icar.org.in/content/contact_us","DKMA.jpg",
"ICAR-Directorate of Cold Water Fisheries Research","DCFR","Nainital","#","Nainital","Uttarakhand","Directorate-ICAR","ICAR","http://www.dcfr.res.in/","India","http://www.dcfr.res.in/contactus.php","DCFR.jpg",
"Institute for Social and Economic Change","ISEC","Bengaluru","Bangalore","Bengaluru","Karnataka","Institute","ICSSR","http://www.isec.ac.in","India","http://www.isec.ac.in/contact.htm","ISEC.jpg",
"Centre for Development Studies","CDS","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala","Institute","ICSSR","http://www.cds.edu","India","http://www.cds.edu/contact/general-contact/","CDS.png",
"Centre for Studies in Social Sciences","CSSS","Kolkata","Calcutta","Kolkata","West bengal","Institute","ICSSR","http://www.cssscal.org","India","http://www.cssscal.org/contact_us.php","CSSS.jpg",
"A.N. Sinha Institute of Social Studies","ANSISS","Patna","#","Patna","Bihar","Institute","ICSSR","http://www.ansiss.in/","India","http://www.ansiss.in/","ANSISS.png",
"Institute of Public Enterprise","IPE","Hyderabad","#","Hyderabad","Telangana","Institute","ICSSR","http://www.ipeindia.org","India","http://www.ipeindia.org/contact","IPE.jpg",
"Institute of Economic Growth","IEG","Delhi","New delhi","New delhi","New delhi","Institute","ICSSR","http://www.iegindia.org/","India","http://www.iegindia.org/contactus","IEG.png",
"Centre for the Study of Developing Societies","CSDS","Delhi","New delhi","New delhi","New delhi","Institute","ICSSR","http://www.csds.in","India","http://www.csds.in/contact-us-0","CSDS.png",
"Centre for Social Studies","CSS","Surat","#","Surat","Gujarat","Institute","ICSSR","http://www.css.ac.in","India","http://www.css.ac.in/contactus.asp","CSS.jpg",
"Madras Institute of Development Studies","MIDS","Chennai","Madras","Chennai","Tamil nadu","Institute","ICSSR","http://www.mids.ac.in","India","http://www.mids.ac.in/contact.htm","MIDS.jpg",
"Indian Institute of Education","IIE","Pune","#","Pune","Maharashtra","Institute","ICSSR","http://www.iiepune.org","India","http://www.iiepune.org/InnerPages/Contact.aspx",,
"Giri Institute of Development Studies","GIDS","Lucknow","#","Lucknow","Uttar pradesh","Institute","ICSSR","http://www.gids.org.in","India","http://www.gids.org.in/Contact_Us.html","GIDS.jpg",
"Centre for Policy Research","CPR","Delhi","New delhi","New delhi","New delhi","Institute","ICSSR","http://www.cprindia.org","India","http://www.cprindia.org/contact","CPR.png","CPR1.png"
"Sardar Patel Institute of Economic and Social Research","SPIESR","Ahmedabad","#","Ahmedabad","Gujarat","Institute","ICSSR","http://www.spiesr.ac.in","India","http://www.spiesr.ac.in/contact.htm","SPIESR.jpg",
"Council for Social Development","CSD","Hyderabad","#","Hyderabad","Telangana","Institute","ICSSR","http://csdindia.org/","India","http://csdindia.org/contact/","CSD.png",
"Institute of Development Studies","IDSj","Jaipur","#","Jaipur","Rajasthan","Institute","ICSSR","http://www.idsj.org","India","http://www.idsj.org/contact-us/","IDSj.jpg",
"Centre for Research in Rural and Industrial Developement","CRRID","Chandigarh","#","Chandigarh","Chandigarh","Institute","ICSSR","http://www.crrid.res.in/","India","http://www.crrid.res.in/contactus.php","CRRID.png",
"Centre for Women's Development Studies","CWDS","Delhi","New delhi","New delhi","New delhi","Institute","ICSSR","http://www.cwds.ac.in/","India","http://www.cwds.ac.in/contact-us/","CWDS.jpg",
"Centre for Economic and Social Studies","CESS","Hyderabad","#","Hyderabad","Telangana","Institute","ICSSR","http://www.cess.ac.in","India","http://www.cess.ac.in","CESS.jpg",
"NKC Centre for Development Studies","NKCCDS","Bhubaneswar","#","Khordha","Odisha","Institute","ICSSR","http://www.nkccds.nic.in","India","http://ncds.nic.in/?q=Contact%20Us","NKCCDS.jpg",
"Gujarat Institute of Development Research","GIDR","Ahmedabad","#","Ahmedabad","Gujarat","Institute","ICSSR","http://www.gidr.ac.in","India","http://gidr.ac.in/contact-us","GIDR.jpg",
"Institute for Studies in Industrial Development","ISID","Delhi","New delhi","New delhi","New delhi","Institute","ICSSR","http://www.isid.org.in","India","http://www.isid.org.in/cont.html","ISID.jpg",
"O.K.D. Institute of Social Change and Development","OKDISCD","Guwahati","#","Kamrup metropolitan","Assam","Institute","ICSSR","https://www.okd.in/","India","https://www.okd.in/direct.php?page=contact","OKDISCD.jpg",
"Centre for Multi-Disciplinary Development Research","CMDR","Dharwad","#","Dharwad","Karnataka","Institute","ICSSR","http://www.cmdr.ac.in","India","http://www.cmdr.ac.in/contact_us.aspx","CMDR.jpg",
"Madhya pradesh Institute of Social Science Research","MPISSR","Ujjain","#","Ujjain","Madhya pradesh","Institute","ICSSR","http://www.mpissr.org","India","http://mpissr.org/?page_id=337","MPISSR.jpg",
"Indian Institute of Dalit Studies","IIDS","Delhi","New delhi","New delhi","New delhi","REG-Institute","ICSSR","http://www.dalitstudies.org.in/","India","http://www.dalitstudies.org.in/","IIDS.png",
"Asian Development Research Institute","ADRI","Patna","#","Patna","Bihar","REG-Institute","ICSSR","http://www.adriindia.org/","India","http://adriindia.org/adri/contact","ADRI.jpg",
"Gulati Institute of Finance and Taxation","GIFT","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala","REG-Institute","ICSSR","http://gift.res.in/","India","http://gift.res.in/","GIFT.jpg",
"Institute of Development Studies","IDS","Kolkata","Calcutta","Kolkata","West bengal","REG-Institute","ICSSR","http://www.ids.ac.uk/","India","http://www.ids.ac.uk/","IDS.png",
"Institute for Human Development","IHD","Delhi","New delhi","New delhi","New delhi","REG-Institute","ICSSR","http://www.ihdindia.org/","India","http://www.ihdindia.org/contactus.html","IHD.jpg",
"ICSSR Western Regional Centre","ICSSR-WRC","Mumbai","Bombay","Mumbai","Maharashtra","REG-Centers","ICSSR","http://mu.ac.in/portal/distance-open-learning/faculty/department-of-icssr-wrc/","India","http://mu.ac.in/portal/contact-us/",,
"ICSSR Eastern Regional Centre","ICSSR-ERC","Kolkata","Calcutta","Kolkata","West bengal","REG-Centers","ICSSR","http://www.ercicssr.org/","India","http://www.ercicssr.org/contacts.php",,
"ICSSR Southern Regional Centre","ICSSR-SRC","Hyderabad","#","Hyderabad","Telangana","REG-Centers","ICSSR","http://www.icssr-src.org/","India","http://www.icssr-src.org/contactus.aspx","ICSSR-SRC.png",
"ICSSR North-Eastern Regional Centre","ICCSR-NERC","Shillong","#","East khasi hills","Meghalaya","REG-Centers","ICSSR","http://www.icssrnerc.org/","India","http://www.icssrnerc.org/sub.php?sub=contactus.html",,
"ICSSR North-Western Regional Centre","ICSSR-NWRC","Chandigarh","#","Chandigarh","Chandigarh","REG-Centers","ICSSR","http://www.icssrnwrc.org.in/","India","http://www.icssrnwrc.org.in/contact-us/","ICSSR-NWRC.png",
"ICSSR Northern Regional Centre","ICSSR-NRC","Delhi","New delhi","New delhi","New delhi","REG-Centers","ICSSR","http://www.nrc-icssr.org/","India","http://www.nrc-icssr.org/contact_us.aspx","ICSSR-NRC.jpg",
"Tata Institute of Fundamental Research","TIFR","Mumbai","Bombay","Mumbai","Maharashtra","TIFR-Campus","TIFR","http://www.tifr.res.in/","India","http://www.tifr.res.in/contact.php","TIFR1.jpg",
"Homi Bhabha Centre for Science Education","HBCSE","Mumbai","Bombay","Mumbai","Maharashtra","TIFR-Centre","TIFR","http://www.hbcse.tifr.res.in/","India","http://www.hbcse.tifr.res.in/about-us/contact-and-location/homi-bhabha-centre-for-science-education","HBCSE.jpg",
"International Centre for Theoretical Sciences","ICTS","Bengaluru","Bangalore","Bengaluru","Karnataka","TIFR-Centre","TIFR","https://www.icts.res.in/","India","https://www.icts.res.in/contact-us","ICTS.jpg",
"National Centre for Biological Sciences","NCBS","Bengaluru","Bangalore","Bengaluru","Karnataka","TIFR-Centre","TIFR","https://www.ncbs.res.in/","India","https://www.ncbs.res.in/contact-us","NCBS.jpg",
"National Centre for Radio Astrophysics","NCRA","Pune","#","Pune","Maharashtra","TIFR-Centre","TIFR","http://www.ncra.tifr.res.in/ncra/main","India","http://www.ncra.tifr.res.in/ncra/contact-us","NCRA.png",
"National Balloon Facility","#","Hyderabad","#","Hyderabad","Telangana","TIFR-Centre","TIFR","http://www.tifr.res.in/~bf/index.html","India","http://www.tifr.res.in/~bf/Contactus.html","National Balloon Facility.jpg",
"TIFR Centre for Applicable Mathematics","CAM","Bengaluru","Bangalore","Bengaluru","Karnataka","TIFR-Centre","TIFR","https://www.math.tifrbng.res.in/","India","https://www.math.tifrbng.res.in/contact-info","CAM.jpg",
"TIFR-Centre For Interdisciplinary Science","TCIS","Hyderabad","#","Hyderabad","Telangana","TIFR-Centre","TIFR","https://www.tifrh.res.in/","India","https://www.tifrh.res.in/index.php/contact-us/","TCIS.jpg",
"Advanced Numerical Research & Analysis Group","ANURAG","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/ANURAG/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Advanced Systems Laboratory","ASL","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO",,"India",,,
"Aerial Delivery Research & Development Establishment","ADRDE","Agra","#","Agra","Uttar pradesh","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/ADRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Aeronautical Development Establishment","ADE","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/ADE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","ADE.jpg","ADE1.jpg"
"Armaments Research & Development Establishment","ARDE","Pune","#","Pune","Maharashtra","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/ARDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","ARDE.jpg",
"Centre for Air Borne System","CABS","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/CABS/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
